ID,News_title,News_headline,Category
4296,Why ICICI Bank backing Chanda Kochhar sets a wrong precedent,The episode demonstrates that private banks are no holy cows.,business
4297,What India can learn from a malaria-free Sri Lanka,We still struggle in putting an end to communicable diseases.,politics
4298,Why praising Atal Bihari Vajpayee to shame today's BJP is problematic,Today's lout can become tomorrow's statesman.,politics
4299,"Maharashtra's two women: United in grief, divided in politics",Tragic circumstances forced Suman Patil and Trupti Sawant to step out of the shadows of their husbands and jump into the electoral fray.,politics
4300,"Surgical Strikes Part 2: This works, war does not",Surgical strikes are the most optimum response. No one wants an outright war between two nuclear nations.,politics
4301,What Mulayam can learn from South India family politics,The NTR-Chandrababu Naidu story has the most important takeaway for the seniormost Yadav.,politics
4302,#SalmanKhanVerdict: Don't tell an Indian to get off the road,"Roads are where our nation thrives. So if you are one of us, why not take a walk next time you go drinking?",politics
4303,Modi should show he cares for Banaras,"PM must see to it that he can listen to, and show that he cares for, the voices of the people of Banaras.",politics
4304,Triple talaq: Will the custodians of the Constitution let custom triumph?,The ball now lies in the Supreme Court.,politics
4305,Why it's wrong to compare Indian Army with Israel's,The foundations of the two countries were laid down under different principles.,politics
4306,Chandigarh stalking case: Sad how BJP Haryana unit confirmed ‘misogynist Jat’ stereotype,Let's look at the party's antics and defence of accused Vikas Barala.,politics
4307,Why Gandhi is every biographer's joy and horror,One can pick up whatever he wants to and create a Mahatma of his own.,politics
4308,Why DU admissions are getting harder for boys,"While women empowerment is critical, reverse discrimination is not the solution.",politics
4309,Desert storm rising: Exit polls predict Congress clean sweep in Rajasthan,The India Today-Axis My India exit poll predicts BJP coming down from 163 to 55 to 72 seats out of 200.,politics
4310,BJP is looking nervous in Bihar,A mid term course correction may or may not work.,politics
4311,America is on India's side against Pakistan terror,It's important from India's point of view that Obama administration makes an explicit course correction in its approach to India-Pakistan scene.,politics
4312,How J&K revamped intelligence operations to check 'rising militancy',"New spymaster SM Sahai has a history with Kashmir, starting from heading a thana in Srinagar when armed groups were thriving.",politics
4313,Five cool things to learn from MS Dhoni,"Beyond cricket, here are five things Dhoni can teach us.",sports
4314,10 things so far clear about 2017 Uttar Pradesh Assembly elections,"It is impossible to accurately predict a 20 crore state's voting preferences after a few visits, but here are the essential takeaways at half time.",politics
4315,"How three years of Modi sarkar wiped out sabka saath, sabka vikas","Lack of transparency, unilateralism and a will to flout established norms of democracy have been its chief characteristics.",politics
4316,Why the Hockey World Cup has failed to capture India's imagination,"If you are not interested in a sport, there's not much you can do about it.",sports
4317,Modi sarkar should stop passing every legislation as Money Bill,"By circumventing Rajya Sabha, Modi sarkar is avoiding reasoned debate and displaying scant regard for the system.",politics
4318,How Maharashtra robbed Dr Saibaba of his rights,"Until police can be compelled to respect basic human rights, we will continue to remain far removed from the democracy we claim to be.",politics
4319,Indian-Pakistani bhai-bhai? No. There are deep cracks in the South Asian diaspora abroad too,"Ties between Indian and Pakistani diaspora abroad stood the test of time. But following Pakistan's support to terrorism, hurting both India and the West, this relationship is showing deep cracks.",politics
4320,Why Rahul Gandhi and Congress need a unified Ayodhya policy,"In electoral terms, remarks ranging from a Ram Rajya promise to protecting Babri Masjid have not fetched the Congress any votes.",politics
4321,Castration for child rapists is as horrible as the crime itself,Let's never accept the fallacious argument that barbaric crimes need barbaric laws to counter them.,politics
4322,Modi must slap defamation case against Rahul Gandhi,The PM should call the Congress vice president's bluff over the Sahara papers.,politics
4323,Why demand for 'special category status' for Andhra Pradesh is resonating in Delhi,The protests by Opposition parties in the second leg of Budget session are indicative of the tumultuous days ahead.,politics
4324,Scrapping blacklist of Sikh NRIs won't help Badals in Punjab polls,32 years is a long period.,politics
4325,Europe continues to romance anti-Islam forces despite Macron's win in France,"The French president-elect has just won a battle, but is yet to win the war.",politics
4326,How Chaitanya Tamhane's award-winning film Court mirrors courts in Bastar and beyond,The film has been called a damning critique of a criminal justice system that crushes the poor and exploited underfoot.,politics
4327,Marrakech 2016: How India can deliver on climate change,"We must include Himalayan hamlets, coastal towns and villages - three of the most vulnerable communities - in taking on the challenge.",politics
4328,Main challenges for Rahul Gandhi as Congress president,His re-energised version now must help his party recover its lost cadre base and local-meets-national narrative.,politics
4329,The Jumlas of Pakistan: Pak says Hafiz Saeed will be arrested. Yet again.,Pakistan faces world disapproval and the drying of funds over its support to terrorists like Hafiz Saeed. But its moves to 'take action' are impressing no-one.,politics
4330,Ram Nath Kovind’s election was fixed. It brings no honour to India,"Our Constitution, along with a devalued presidency, has been on drift for too long.",politics
4331,Why I feel Modi gave India the best Independence Day speech,"Being unwritten, the prime minister's address to the nation was quite casual and informal.",politics
4332,"Like Singapore, Delhi could have its own Clarke Quay – in Aerocity",What’s fueling the rise of the latest food-drinks destination in NCR?,Arts
4333,Why dog day afternoons are better than 9pm news debates,This is the ultimate post-lunch entertainment.,humour
4334,Looking for the party within the BJP,The party has ended up being a one man show and this could translate into a rebellion in the near future.,politics
4335,Can China turn Pakistan into the new Asian tiger?,President Xi Jinping's Islamabad visit was deferred because the breakthrough both were preparing for had to be a monumental one.,politics
